user_id,full_name,transaction_date,city,region,product_category,age,subscription,price,sale_amount,quantity,store_id,status,username,email,raw_timestamp
U2003,Radha Malhotra,2023-02-17,Hyderabad,Central,Electronics,48,Enterprise,94059.46,298234.87,11,S003,Inactive,,radha.malhotra14@yahoo.com,2023-05-21 19:38:33
U2029,Advait Kumar,2024-10-08,Visakhapatnam,South,Mobiles,46,Free,113252.14,216143.33,5,S008,Inactive,,advait.kumar66@yahoo.com,2024-07-18 06:26:11
U2078,Uma Verma,2023-02-24,Mumbai,East,Clothing,63,Free,99067.63,124846.54,11,S019,Unknown,uma.verma51,uma.verma51@gmail.com,2023-09-23 03:43:05
U2207,Dhruv Chatterjee,2024-04-02,Hyderabad,Central,Groceries,46,Enterprise,12530.42,447906.99,11,S001,Pending,,dhruv.chatterjee74@gmail.com,2024-10-28 18:59:05
U2196,Tanya Mukherjee,2024-09-11,Mumbai,North,Books,18,Free,65208.96,118191.97,1,S005,,tanya.mukherjee21,tanya.mukherjee21@outlook.com,2024-06-28 16:10:39
U2095,Vivaan Pandey,2024-06-23,Mumbai,North,Clothing,60,Premium,31525.47,190484.08,14,S018,Inactive,vivaan.pandey35,vivaan.pandey35@rediffmail.com,2024-07-18 10:25:08
U2183,Ananya Chowdhury,2023-09-16,Bhopal,West,Home & Garden,61,Enterprise,82902.21,197073.25,14,S014,Inactive,ananya.chowdhury66,ananya.chowdhury66@hotmail.com,2024-07-25 23:40:52
U2265,Geeta Verma,2023-04-11,Mumbai,Central,Sports,61,Premium,43137.74,261873.16,5,S002,Active,geeta.verma56,geeta.verma56@yahoo.com,2024-04-05 06:01:22
U2204,Shreya Pillai,2024-01-30,Hyderabad,East,Jewellery,41,Basic,22970.28,320274.92,2,S016,Active,,shreya.pillai33@hotmail.com,2023-03-09 12:35:12
U2140,Rekha Patel,2023-12-24,Delhi,Central,Mobiles,27,Premium,22376.38,151845.26,10,S011,Pending,,rekha.patel11@outlook.com,2024-08-23 16:05:19
U2233,Nikhil Das,2024-10-27,Ahmedabad,Central,Sports,55,Enterprise,67874.38,317680.06,11,S002,,nikhil.das3,nikhil.das3@hotmail.com,2023-08-02 15:26:38
U2035,Pooja Banerjee,2024-06-29,Hyderabad,Central,Jewellery,51,Free,103599.44,103079.8,9,S017,Active,pooja.banerjee47,,2023-04-17 19:25:31
U2325,Uma Malhotra,2023-10-03,Pune,Central,Groceries,27,Basic,57026.83,11734.68,3,S006,,uma.malhotra56,uma.malhotra56@rediffmail.com,2023-09-03 06:52:31
U2271,Saanvi Reddy,2023-02-19,Bangalore,West,Mobiles,49,Premium,80401.62,369013.98,6,S009,Pending,saanvi.reddy99,saanvi.reddy99@gmail.com,2023-05-18 06:58:18
U2350,Myra Dubey,2023-10-10,Delhi,East,Home & Garden,60,Enterprise,91261.97,222148.41,15,S007,,myra.dubey75,myra.dubey75@outlook.com,2023-11-04 22:02:00
U2187,Atharv Patil,2024-08-24,Hyderabad,East,Sports,28,Enterprise,70626.72,75407.73,14,S016,Inactive,atharv.patil38,atharv.patil38@hotmail.com,2024-07-01 09:23:09
U2022,Karan Das,2024-01-09,Mumbai,South,Jewellery,40,Free,53220.31,475840.72,10,S014,,karan.das66,karan.das66@hotmail.com,2023-08-21 16:58:04
U2082,Ankita Banerjee,2024-04-02,Bangalore,West,Home & Garden,35,Basic,19256.91,353858.5,7,S014,,,ankita.banerjee5@outlook.com,2023-03-06 18:45:19
U2241,Tanvi Singh,2024-12-18,Hyderabad,West,Groceries,50,Premium,14599.96,247120.61,2,S008,,tanvi.singh52,,2023-11-17 04:58:39
U2187,Anika Tiwari,2023-05-29,Bangalore,South,Home & Garden,46,Premium,88691.68,132568.57,2,S008,,anika.tiwari43,anika.tiwari43@outlook.com,2023-02-25 09:04:54
U2132,Jyoti Joshi,2023-02-17,Bhopal,East,Groceries,54,Basic,41034.68,60861.46,6,S005,Unknown,jyoti.joshi72,jyoti.joshi72@hotmail.com,2024-05-23 06:59:10
U2190,Radha Yadav,2023-08-16,Delhi,West,Jewellery,52,Premium,95109.05,105830.91,3,S016,,radha.yadav59,,2023-09-28 02:00:27
U2040,Nikhil Nair,2023-10-14,Hyderabad,North,Mobiles,64,Basic,115332.94,402007.34,2,S002,,nikhil.nair1,nikhil.nair1@yahoo.com,2024-07-26 16:38:14
U2004,Swati Srinivasan,2024-07-26,Hyderabad,East,Books,38,Enterprise,106603.49,168160.65,1,S013,,swati.srinivasan16,swati.srinivasan16@yahoo.com,2024-08-25 23:28:25
U2203,Ayaan Saxena,2023-02-20,Pune,Central,Groceries,34,Enterprise,17757.06,408099.95,3,S004,Unknown,ayaan.saxena75,,2024-03-14 08:35:15
U2160,Tanya Dubey,2024-01-28,Bangalore,Central,Toys,48,Enterprise,46096.34,190237.14,7,S018,,tanya.dubey12,tanya.dubey12@hotmail.com,2024-05-24 18:43:32
U2283,Krishna Pandey,2024-05-20,Chandigarh,North,Electronics,23,Basic,,393227.05,14,S019,,krishna.pandey46,krishna.pandey46@outlook.com,2024-11-12 19:46:22
U2274,Shaurya Verma,2024-08-11,Hyderabad,East,Groceries,42,Enterprise,44455.22,341169.49,14,S018,Inactive,,shaurya.verma70@rediffmail.com,2024-11-15 18:10:42
U2016,Saanvi Srinivasan,2024-10-24,Chennai,West,Mobiles,33,Free,141146.91,4718.35,8,S004,,saanvi.srinivasan98,saanvi.srinivasan98@yahoo.com,2023-03-11 20:05:08
U2314,Pihu Singh,2023-10-09,Nagpur,South,Home & Garden,48,Enterprise,39503.86,159674.94,1,S007,Inactive,pihu.singh42,pihu.singh42@hotmail.com,2023-05-12 01:34:46
U2350,Kabir Mehta,2024-09-26,Mumbai,East,Toys,49,Premium,104647.28,368049.29,1,S010,,kabir.mehta60,kabir.mehta60@hotmail.com,2024-02-18 02:30:17
U2101,Shreya Srinivasan,2024-04-02,Kochi,West,Home & Garden,52,Basic,59086.07,33140.61,3,S003,,shreya.srinivasan58,shreya.srinivasan58@outlook.com,2024-06-26 11:23:19
U2098,Nisha Verma,2024-01-19,Bhopal,East,Books,43,Basic,21946.24,137528.7,2,S009,,nisha.verma17,nisha.verma17@rediffmail.com,2023-02-02 09:02:55
U2175,Vivaan Iyer,2024-11-16,Chennai,West,Toys,33,Free,23927.4,457516.04,15,S004,Inactive,vivaan.iyer27,vivaan.iyer27@hotmail.com,2024-01-18 01:48:41
U2032,Geeta Yadav,2023-09-25,Mumbai,North,Jewellery,26,Free,77008.73,132924.56,13,S006,Inactive,geeta.yadav99,geeta.yadav99@yahoo.com,
U2208,Reyansh Chowdhury,2024-06-15,Visakhapatnam,North,Sports,29,Free,132861.1,215807.81,2,S006,Unknown,reyansh.chowdhury32,reyansh.chowdhury32@hotmail.com,2023-07-13 00:11:03
U2101,Pranav Banerjee,2023-11-05,Mumbai,West,Books,19,Enterprise,106875.31,445590.42,11,S008,Unknown,pranav.banerjee63,pranav.banerjee63@yahoo.com,2023-02-02 09:34:43
U2046,Rekha Dubey,2024-12-08,Visakhapatnam,East,Groceries,57,Premium,104267.98,32157.84,2,S018,Active,,,2024-07-15 03:21:27
U2167,Karan Desai,2023-11-24,Chennai,North,Mobiles,28,Enterprise,37171.4,17125.09,9,S018,,,karan.desai31@gmail.com,2023-07-25 17:55:55
U2203,Ritu Venkatesh,2024-07-29,Mumbai,East,Home & Garden,22,Basic,62882.19,490827.32,8,S012,Pending,ritu.venkatesh95,ritu.venkatesh95@yahoo.com,2023-04-15 13:57:41
U2339,Ritvik Patel,2023-07-10,Delhi,North,Sports,21,Free,40800.02,408414.89,6,S011,Inactive,ritvik.patel65,ritvik.patel65@gmail.com,2024-11-04 09:11:09
U2059,Sanjay Chatterjee,2024-04-23,Delhi,East,Books,61,Basic,18665.34,120475.59,8,S004,Inactive,sanjay.chatterjee57,sanjay.chatterjee57@gmail.com,2023-02-06 15:28:56
U2135,Varsha Rao,2024-12-29,Hyderabad,North,Clothing,32,Basic,,97659.77,7,S011,Unknown,,varsha.rao39@outlook.com,2024-02-07 04:37:33
U2047,Asha Banerjee,2023-07-26,Chennai,West,Home & Garden,16,Enterprise,148249.3,489566.41,9,S002,,asha.banerjee64,asha.banerjee64@gmail.com,2024-10-18 14:38:27
U2079,Ritu Yadav,2023-11-18,Delhi,South,Books,33,Premium,127924.51,425865.52,15,S002,Pending,ritu.yadav54,ritu.yadav54@rediffmail.com,2024-12-02 05:12:48
U2080,Varsha Iyer,2023-11-03,Mumbai,South,Sports,26,Basic,145474.93,20163.56,8,S016,Inactive,varsha.iyer64,,2024-10-09 10:16:28
U2132,Lakshmi Sinha,2024-06-18,Chennai,Central,Sports,28,Basic,27185.92,181540.32,10,S012,Pending,lakshmi.sinha67,lakshmi.sinha67@outlook.com,2023-03-24 10:11:16
U2019,Radha Venkatesh,2024-08-24,Hyderabad,South,Clothing,31,Free,117933.88,327323.65,4,S002,,,radha.venkatesh52@rediffmail.com,2023-11-09 11:22:10
U2292,Ramesh Shukla,2023-04-07,Bangalore,North,Jewellery,34,Enterprise,126275.88,403780.08,14,S010,,ramesh.shukla46,ramesh.shukla46@rediffmail.com,2023-04-08 10:30:58
U2033,Ishaan Singh,2023-08-29,Chennai,South,Groceries,29,Free,108165.79,12309.46,2,S012,Unknown,ishaan.singh64,ishaan.singh64@hotmail.com,2024-05-05 23:44:57
U2205,Ira Yadav,2024-11-16,Hyderabad,Central,Mobiles,50,Basic,143501.79,336568.39,4,S004,Unknown,ira.yadav88,ira.yadav88@hotmail.com,2023-05-19 00:51:27
U2303,Radha Chowdhury,2023-11-25,Bangalore,South,Groceries,25,Basic,58495.28,83018.18,2,S017,Pending,radha.chowdhury55,radha.chowdhury55@hotmail.com,2023-06-14 21:43:43
U2223,Radha Shukla,2024-07-31,Guwahati,East,Toys,51,Premium,22079.72,176839.24,14,S014,,radha.shukla43,radha.shukla43@gmail.com,2023-06-05 22:54:04
U2005,Sanjay Saxena,2023-09-18,Mumbai,East,Sports,36,Free,45305.1,197326.99,5,S004,Inactive,,sanjay.saxena45@rediffmail.com,2023-07-09 19:25:52
U2254,Vihaan Mishra,2024-07-20,Chennai,Central,Groceries,52,Basic,18313.05,379796.04,2,S001,Active,,vihaan.mishra23@outlook.com,2024-04-21 03:13:38
U2141,Divya Chatterjee,2023-06-15,Nagpur,South,Electronics,24,Premium,64656.77,453644.68,11,S009,,,divya.chatterjee92@gmail.com,2023-01-03 19:31:45
U2254,Vivaan Gupta,2024-02-19,Delhi,Central,Home & Garden,17,Enterprise,116362.56,490109.31,9,S004,Unknown,vivaan.gupta64,vivaan.gupta64@gmail.com,2024-06-23 04:13:03
U2196,Sai Malhotra,2024-04-18,Bangalore,East,Mobiles,17,Basic,11969.78,338716.97,7,S007,,sai.malhotra81,,2024-07-19 02:21:22
U2047,Asha Banerjee,2023-07-26,Chennai,West,Home & Garden,16,Enterprise,148249.3,489566.41,9,S002,,asha.banerjee64,asha.banerjee64@gmail.com,2024-10-18 14:38:27
U2060,Radha Saxena,2024-09-27,Coimbatore,Central,Clothing,26,Enterprise,24355.55,29960.41,7,S017,Unknown,,radha.saxena89@gmail.com,2023-07-04 13:09:48
U2207,Ankita Dubey,2024-10-03,Visakhapatnam,East,Groceries,44,Premium,,399667.44,7,S009,,,ankita.dubey63@yahoo.com,2023-09-09 17:44:15
U2215,Sanjay Gupta,2024-04-06,Mumbai,North,Books,35,Premium,123308.74,125281.0,5,S007,,,sanjay.gupta5@rediffmail.com,2024-08-11 18:10:18
U2164,Atharv Saxena,2023-08-27,Hyderabad,North,Jewellery,50,Enterprise,79593.52,243315.59,14,S007,,atharv.saxena52,atharv.saxena52@yahoo.com,2024-12-15 04:16:42
U2174,Meena Iyer,2024-12-09,Hyderabad,Central,Electronics,59,Basic,76830.97,63996.79,13,S007,Active,meena.iyer57,meena.iyer57@yahoo.com,2024-08-29 12:17:04
U2207,Uma Reddy,2024-08-14,Nagpur,South,Groceries,16,Premium,96135.94,44697.75,10,S012,,uma.reddy12,uma.reddy12@rediffmail.com,2023-02-22 02:46:26
U2002,Ramesh Shukla,2023-04-04,Mumbai,South,Toys,53,Premium,45016.94,42424.46,9,S005,,ramesh.shukla65,ramesh.shukla65@hotmail.com,2024-01-19 20:23:00
U2127,Anika Krishnamurthy,2023-08-11,Mumbai,Central,Home & Garden,46,Basic,76334.86,68807.55,12,S004,,anika.krishnamurthy9,,2024-10-17 04:55:18
U2152,Aditya Mishra,2023-03-19,Kolkata,South,Jewellery,38,Premium,129009.82,416350.78,7,S009,Inactive,aditya.mishra74,aditya.mishra74@yahoo.com,2023-11-16 04:16:11
U2231,Deepa Pandey,2024-01-02,Nagpur,East,Clothing,64,Free,31185.56,392239.22,11,S009,,,deepa.pandey94@hotmail.com,2023-01-26 03:17:05
U2319,Krishna Banerjee,2024-03-30,Hyderabad,West,Books,59,Premium,34881.76,411494.43,4,S009,Inactive,krishna.banerjee69,krishna.banerjee69@yahoo.com,2024-11-29 04:21:45
U2156,Aditya Reddy,2023-01-07,Mumbai,East,Jewellery,50,Basic,14021.16,90094.11,4,S003,,,aditya.reddy26@outlook.com,2023-07-11 17:37:34
U2264,Shaurya Chowdhury,2024-04-16,Chennai,South,Toys,54,Premium,9095.27,304652.5,5,S019,Unknown,shaurya.chowdhury42,shaurya.chowdhury42@yahoo.com,2023-09-24 17:36:13
U2137,Tanvi Srinivasan,2024-07-30,Chennai,West,Books,26,Free,55214.93,490830.9,3,S016,Unknown,tanvi.srinivasan64,tanvi.srinivasan64@yahoo.com,2023-01-23 06:19:49
U2186,Swati Banerjee,2024-01-08,Kochi,North,Toys,16,Free,119738.79,270890.48,13,S018,,,swati.banerjee54@gmail.com,2024-09-28 19:23:20
U2056,Ananya Patil,2024-02-15,Mumbai,North,Books,30,Basic,113146.54,47394.91,11,S005,,ananya.patil39,ananya.patil39@outlook.com,2023-10-28 04:31:01
U2168,Ankita Pillai,2024-07-24,Chennai,East,Groceries,61,Enterprise,62041.68,247605.98,5,S001,,,ankita.pillai78@yahoo.com,2024-06-29 10:55:40
U2083,Ritvik Agarwal,2023-09-16,Delhi,West,Books,24,Basic,34327.51,19911.22,9,S009,Unknown,ritvik.agarwal35,ritvik.agarwal35@hotmail.com,2023-01-24 03:45:18
U2272,Sita Venkatesh,2023-06-05,Mumbai,West,Groceries,54,Premium,22555.39,309626.8,2,S018,Active,sita.venkatesh17,sita.venkatesh17@gmail.com,2023-02-14 03:14:58
U2243,Saanvi Desai,2024-07-29,Hyderabad,South,Home & Garden,31,Premium,62462.32,499238.74,3,S019,,,saanvi.desai59@yahoo.com,2024-09-28 10:49:01
U2286,Aarush Mishra,2023-02-22,Chandigarh,West,Toys,34,Premium,119593.04,47285.87,10,S005,Inactive,aarush.mishra78,aarush.mishra78@yahoo.com,2024-10-02 16:24:19
U2006,Sneha Menon,2024-04-01,Bangalore,East,Home & Garden,36,Premium,64575.15,286490.75,13,S013,,sneha.menon13,sneha.menon13@rediffmail.com,2023-05-08 08:40:11
U2294,Advik Nair,2023-05-20,Mumbai,East,Home & Garden,31,Basic,30785.18,68722.43,9,S009,,advik.nair2,advik.nair2@outlook.com,2024-02-05 06:47:52
U2038,Advait Pandey,2024-02-29,Bangalore,North,Clothing,65,Premium,122147.2,445698.5,8,S012,,advait.pandey61,advait.pandey61@yahoo.com,2023-06-06 11:01:28
U2221,Arjun Srinivasan,2024-11-16,Delhi,West,Sports,20,Basic,79146.52,169812.64,1,S015,,,arjun.srinivasan61@hotmail.com,2024-02-10 19:49:12
U2318,Ritvik Iyer,2023-07-26,Bangalore,South,Books,63,Free,110437.07,,5,S004,Inactive,ritvik.iyer12,ritvik.iyer12@outlook.com,2024-04-13 23:32:50
U2196,Anika Krishnamurthy,2023-04-20,Delhi,West,Sports,36,Enterprise,124902.31,377705.71,5,S004,Unknown,,anika.krishnamurthy57@yahoo.com,2023-10-30 17:37:23
U2350,Radha Gupta,2024-12-02,Bangalore,West,Groceries,59,Premium,,21012.71,4,S010,Inactive,radha.gupta64,radha.gupta64@yahoo.com,2024-09-05 22:41:05
U2317,Sai Pillai,2023-09-02,Mumbai,South,Groceries,36,Premium,122403.23,301355.75,15,S016,Active,sai.pillai7,sai.pillai7@yahoo.com,2023-11-06 14:24:14
U2307,Nikhil Shukla,2023-12-04,Nagpur,East,Books,28,Premium,81321.79,318301.53,3,S005,,nikhil.shukla18,,2023-08-08 04:50:22
U2101,Ananya Dubey,2023-06-20,Bangalore,East,Electronics,33,Enterprise,116838.87,192020.85,11,S019,,ananya.dubey68,,2023-05-31 00:36:41
U2261,Pradeep Shukla,2024-04-15,Chennai,South,Sports,59,Premium,60995.53,293616.94,11,S016,,pradeep.shukla68,pradeep.shukla68@hotmail.com,2023-09-29 21:13:03
U2292,Pranav Mishra,2023-09-10,Pune,West,Toys,29,Basic,36539.83,287601.49,3,S004,,,pranav.mishra87@outlook.com,
U2023,Shaurya Krishnamurthy,2023-06-02,Mumbai,Central,Toys,34,Enterprise,754.99,66974.19,7,S009,Active,shaurya.krishnamurthy97,shaurya.krishnamurthy97@hotmail.com,2023-12-15 16:13:05
U2317,Priya Rao,2024-11-13,Hyderabad,East,Home & Garden,29,Basic,32871.24,2525.62,8,S004,,,priya.rao36@outlook.com,2023-10-05 14:09:53
U2263,Kavya Shah,2023-08-31,Delhi,West,Electronics,28,Free,76069.07,181546.77,12,S016,Unknown,,kavya.shah42@rediffmail.com,2024-01-11 13:36:31
U2292,Ahana Naidu,2023-08-08,Coimbatore,West,Electronics,64,Enterprise,17776.45,438640.21,12,S007,Unknown,ahana.naidu9,ahana.naidu9@outlook.com,2023-11-30 02:43:03
U2220,Geeta Mukherjee,2023-08-04,Mumbai,North,Electronics,60,Basic,147356.98,20181.0,12,S007,Pending,,geeta.mukherjee89@gmail.com,2024-10-23 19:08:01
U2142,Kabir Venkatesh,2023-09-30,Mumbai,West,Books,52,Premium,76768.4,494455.78,4,S005,Active,,kabir.venkatesh54@yahoo.com,2023-11-21 19:01:52
U2235,Aditya Venkatesh,2024-04-14,Hyderabad,Central,Books,39,Basic,,109937.1,9,S005,Pending,aditya.venkatesh44,aditya.venkatesh44@rediffmail.com,2023-12-11 14:41:57
U2164,Geeta Kapoor,2024-08-11,Mumbai,North,Groceries,46,Basic,35655.57,329932.36,7,S012,,geeta.kapoor26,geeta.kapoor26@hotmail.com,2024-06-04 23:51:57
U2316,Rahul Verma,2024-05-16,Hyderabad,Central,Jewellery,27,Enterprise,10161.39,182793.09,13,S015,Unknown,,rahul.verma1@gmail.com,2023-09-01 16:16:25
U2091,Nikhil Chatterjee,2023-09-12,Hyderabad,Central,Mobiles,28,Enterprise,54871.37,38112.76,13,S009,Pending,nikhil.chatterjee33,nikhil.chatterjee33@hotmail.com,2023-04-11 08:38:15
U2211,Myra Rao,2024-01-06,Pune,West,Toys,60,Premium,147960.3,292328.81,14,S002,Pending,myra.rao63,myra.rao63@yahoo.com,2023-11-10 18:25:16
U2015,Meena Reddy,2023-07-25,Hyderabad,West,Home & Garden,37,Free,41637.37,277049.12,6,S013,Unknown,meena.reddy3,meena.reddy3@gmail.com,
U2128,Vihaan Malhotra,2023-02-23,Lucknow,South,Electronics,58,Premium,121503.0,495266.28,2,S005,Active,,vihaan.malhotra40@outlook.com,
U2080,Myra Menon,2024-02-15,Chandigarh,Central,Jewellery,33,Premium,73113.09,,10,S013,Unknown,myra.menon25,myra.menon25@rediffmail.com,2023-01-17 13:52:36
U2122,Neha Das,2024-11-03,Hyderabad,North,Jewellery,23,Basic,106488.93,15098.31,15,S018,Pending,neha.das14,,2024-01-19 01:21:01
U2332,Aditya Tiwari,2024-09-20,Delhi,West,Jewellery,62,Enterprise,16691.31,106876.77,6,S002,,aditya.tiwari63,aditya.tiwari63@hotmail.com,2023-02-05 06:54:06
U2319,Meena Bose,2023-01-11,Kolkata,North,Groceries,58,Free,27173.09,48731.73,1,S013,,meena.bose36,meena.bose36@gmail.com,2023-07-28 09:58:21
U2330,Atharv Bose,2024-05-06,Bangalore,North,Clothing,31,Premium,40643.32,162270.86,4,S006,Unknown,atharv.bose1,atharv.bose1@yahoo.com,2024-03-07 07:23:30
U2105,Navya Malhotra,2023-10-24,Delhi,East,Books,17,Free,,,9,S018,Inactive,navya.malhotra68,navya.malhotra68@outlook.com,2024-02-29 00:25:48
U2215,Shaurya Pandey,2024-05-25,Nagpur,South,Sports,24,Enterprise,133700.26,269374.58,13,S004,,shaurya.pandey13,shaurya.pandey13@hotmail.com,2023-07-22 04:59:49
U2233,Rahul Saxena,2024-04-17,Nagpur,East,Toys,27,Basic,20273.42,329507.42,8,S014,Inactive,rahul.saxena75,rahul.saxena75@rediffmail.com,2023-01-07 23:45:14
U2132,Ananya Kapoor,2023-04-15,Mumbai,South,Toys,25,Basic,110020.56,98256.23,11,S004,,ananya.kapoor25,,2024-09-06 09:23:19
U2047,Rekha Naidu,2023-06-24,Bangalore,North,Home & Garden,48,Basic,134187.21,410313.21,9,S014,,,rekha.naidu96@rediffmail.com,2024-11-24 17:21:30
U2264,Sita Srinivasan,2023-12-27,Hyderabad,North,Jewellery,41,Premium,144047.37,9925.91,9,S016,,sita.srinivasan3,,2024-06-28 06:33:16
U2190,Suresh Bose,2023-01-02,Mumbai,Central,Books,45,Enterprise,13128.41,350283.61,5,S020,Inactive,suresh.bose5,suresh.bose5@hotmail.com,2023-05-01 02:08:36
U2030,Karan Sharma,2023-05-24,Mumbai,East,Home & Garden,22,Premium,31109.56,205797.94,10,S007,Unknown,karan.sharma88,karan.sharma88@yahoo.com,2023-11-27 14:24:26
U2130,Ishaan Chowdhury,2023-12-23,Mumbai,West,Jewellery,31,Basic,79925.84,259358.9,14,S016,,ishaan.chowdhury90,ishaan.chowdhury90@rediffmail.com,2023-06-04 16:18:02
U2203,Pooja Shukla,2024-11-29,Chennai,East,Electronics,27,Basic,54399.19,463661.06,12,S010,Unknown,,pooja.shukla13@rediffmail.com,2024-09-28 04:23:33
U2033,Vikram Naidu,2023-12-02,Pune,North,Home & Garden,42,Basic,51452.5,,2,S011,Unknown,vikram.naidu43,vikram.naidu43@yahoo.com,2024-02-05 05:19:12
U2278,Priya Singh,2023-06-03,Bangalore,East,Home & Garden,33,Free,29207.07,53531.48,7,S012,Active,priya.singh62,priya.singh62@hotmail.com,2024-11-21 05:06:19
