customer_id,customer_name,email,registration_date,customer_type,valid_email
82,Denise Mccann,heidi27@example.org,2026-03-01,PREMIUM,True
83,Julie Alexander,tammyking@example.com,2023-11-21,REGULAR,True
84,John Ray,hernandezlisa@example.com,2023-10-20,REGULAR,True
85,Justin Butler,kimberlyjames@example.com,2024-06-08,VIP,True
86,Jessica Carroll,lynchjody@example.org,2025-06-03,VIP,True
87,Brad Allen,moorericky@example.net,2025-04-29,VIP,True
88,David Mann,ojones@example.com,2025-11-28,PREMIUM,True
89,Mary Peck,owilson@example.net,2023-12-29,VIP,True
90,Charles Brown,brooke94@example.com,2023-12-02,VIP,True
91,Melissa Bender,mkim@example.org,2026-03-19,PREMIUM,True
92,Lindsey Johnson,suzannehuff@example.net,2025-04-22,VIP,True
93,Phillip Underwood,hinesgregory@example.net,2025-07-02,PREMIUM,True
94,Catherine Richards,ecosta@example.com,2024-10-08,PREMIUM,True
95,Brian Martin,ssteele@example.net,2026-05-19,REGULAR,True
96,Krista Gibson,johnny16@example.net,2026-01-08,REGULAR,True
97,Sean Murray,lopezmichael@example.com,2025-06-03,VIP,True
98,Christina Dunn,samuel71@example.org,2026-06-19,PREMIUM,True
99,Cynthia Moore,tranchristopher@example.org,2024-12-05,REGULAR,True
100,Ronnie Jimenez,william46@example.com,2026-06-27,REGULAR,True
101,Juan Reyes,michellehill@example.com,2024-07-25,REGULAR,True
102,Debra Smith,mary97@example.org,2024-11-19,REGULAR,True
103,Mr. Phillip Bennett,molly39@example.com,2024-03-30,VIP,True
104,Amanda Garner,qhughes@example.net,2026-06-27,REGULAR,True
105,Andrew Shaw MD,sawyerscott@example.net,2026-04-11,VIP,True
106,Charles Pitts,charlesharrington@example.com,2024-07-24,PREMIUM,True
107,Marie Christian,ofinley@example.net,2026-03-17,VIP,True
108,Joshua Williamson II,wendy16@example.org,2025-10-29,REGULAR,True
109,Ashlee Jackson,rebecca05@example.org,2024-06-04,PREMIUM,True
110,Charles Schmidt,georgemiller@example.com,2025-05-28,PREMIUM,True
111,Thomas Thomas,dlittle@example.com,2025-07-18,VIP,True
112,Julie Roberts,charleslandry@example.net,2024-06-10,PREMIUM,True
113,Melissa Bryant,james67@example.org,2024-04-03,VIP,True
114,Laura Haney,andrew64@example.org,2025-03-30,PREMIUM,True
115,Natasha Williams,swall@example.org,2025-05-14,VIP,True
116,Mark Oliver,courtneyberger@example.net,2023-08-31,REGULAR,True
117,Amanda Diaz,christopherphillips@example.net,2024-10-16,VIP,True
118,Richard Walter,alyssa42@example.com,2026-04-15,VIP,True
119,Tracy Phillips,linda71@example.org,2025-10-22,REGULAR,True
120,Michael Craig,zcoffey@example.net,2024-08-22,VIP,True
121,Alexis Herrera,vrichardson@example.net,2024-05-01,VIP,True
122,Mark Watson,thomasharvey@example.net,2024-07-12,PREMIUM,True
123,Maria Reid,tblankenship@example.net,2024-10-08,VIP,True
124,Tracy Torres,pwilson@example.net,2023-12-14,PREMIUM,True
125,Michael Paul,umatthews@example.org,2026-03-15,REGULAR,True
126,Sandra Gilbert,antonio53@example.com,2024-11-17,PREMIUM,True
127,Jack Pollard,amy50@example.com,2024-05-16,PREMIUM,True
128,Tiffany Holloway,batesdarlene@example.net,2026-06-17,REGULAR,True
129,Gavin Zhang,caseyhubbard@example.org,2025-04-21,PREMIUM,True
130,Crystal Schroeder,ramireztracey@example.org,2025-03-02,REGULAR,True
131,Ashley Delacruz,alexistyler@example.org,2025-04-24,VIP,True
132,Derek Martinez,vfox@example.org,2024-12-21,VIP,True
133,Kayla Rodriguez,soniawilliams@example.net,2025-02-09,PREMIUM,True
134,Victor Brown,bboone@example.net,2023-11-14,VIP,True
135,Jill Lam,charlene12@example.com,2025-06-02,REGULAR,True
136,Michelle James,shawn96@example.org,2025-12-04,VIP,True
137,Matthew Rich,russellbeasley@example.com,2024-07-24,REGULAR,True
138,Jason Davis,qedwards@example.com,2026-05-29,VIP,True
139,Kara Davis,daviscolin@example.net,2024-08-30,PREMIUM,True
140,Anthony Frye,elizabeth65@example.net,2026-05-15,VIP,True
141,Thomas Williams,caroline51@example.net,2025-01-25,VIP,True
142,John Boone,megan51@example.com,2025-04-08,VIP,True
143,Sarah Villegas,lynchdiane@example.net,2024-05-07,REGULAR,True
144,Michael Parker,michael22@example.net,2025-07-08,REGULAR,True
145,Patrick Bonilla,reesejason@example.com,2024-11-27,PREMIUM,True
146,Eric Nguyen,wareeric@example.net,2023-09-11,REGULAR,True
147,Jeremy Coleman,nperry@example.net,2023-11-20,VIP,True
148,Douglas Gregory,trose@example.org,2024-03-16,VIP,True
149,Mrs. Christine Dougherty,kathrynroberts@example.org,2023-07-27,REGULAR,True
150,Casey James,vincentwhitaker@example.com,2023-10-05,VIP,True
151,Amanda Smith,atkinsbarbara@example.net,2024-10-04,PREMIUM,True
152,Donna Sullivan,george97@example.net,2026-04-22,PREMIUM,True
153,Ryan Sanchez,zwarren@example.com,2025-10-13,REGULAR,True
154,Richard Jones,schmidtjames@example.com,2024-08-06,REGULAR,True
155,Maria Hernandez,thomasjames@example.net,2024-01-02,PREMIUM,True
156,Angela Bean,kmarshall@example.net,2024-11-22,PREMIUM,True
157,Kristy Reid,michelle52@example.com,2023-10-01,REGULAR,True
158,Eric Hill,bellcharles@example.com,2024-11-25,REGULAR,True
159,Ronald Jones,gilbertwilliam@example.com,2025-04-15,REGULAR,True
160,Nancy Williams,marcalvarez@example.org,2026-06-02,VIP,True
161,Robert Monroe,wagnergeraldexample.org,2025-09-01,REGULAR,False
162,Kelly Bishop MD,paul59@example.org,2025-11-29,REGULAR,True
163,Andrea Davis,umitchell@example.net,2026-06-09,VIP,True
164,Brittany Miller,sabrinacollins@example.net,2025-08-22,PREMIUM,True
165,Kurt Hurley,angelica52@example.net,2025-08-27,REGULAR,True
166,Yolanda Gaines,lucasrodney@example.com,2023-08-07,VIP,True
167,Trevor Peterson,ilee@example.org,2023-10-11,REGULAR,True
168,Ashley Wise,stanleynancy@example.net,2023-12-09,REGULAR,True
169,Christopher Guerra,jenniferwilliams@example.com,2025-07-29,VIP,True
170,Jeremy Mitchell,pyoungexample.com,2026-06-11,PREMIUM,False
171,Stephanie Lee,smurray@example.com,2025-01-20,VIP,True
172,Christopher Gonzalez,moniquewilliams@example.com,2026-03-03,REGULAR,True
173,Ashley Singleton,mitchellkathryn@example.com,2024-11-22,PREMIUM,True
174,Sandra Davis,lisawilkerson@example.org,2024-10-15,VIP,True
175,James Hughes,brooksanthony@example.org,2026-01-23,VIP,True
176,Raven Taylor,samantha72@example.net,2024-12-14,PREMIUM,True
177,Susan Smith,marydunn@example.net,2025-05-16,REGULAR,True
178,Ricardo Young,williamsrobert@example.net,2024-11-30,VIP,True
179,Taylor Carlson,chenbailey@example.net,2023-12-23,VIP,True
180,Lucas Allen,qlopez@example.org,2025-02-11,VIP,True
181,Troy Stephens,myerstheodore@example.net,2024-09-15,REGULAR,True
182,Paul Kelly,cooperjessica@example.net,2023-11-09,VIP,True
183,Nicole Anderson,amy27@example.net,2024-12-24,PREMIUM,True
184,Chad Baldwin,mjohnson@example.org,2025-12-02,PREMIUM,True
185,Emily Collins,ihays@example.com,2024-04-21,VIP,True
186,Cheryl Kelly,glennmartin@example.org,2025-12-11,VIP,True
187,James Gonzales,lmorgan@example.com,2025-08-15,PREMIUM,True
188,Robert Adams,acostachristian@example.net,2026-07-13,PREMIUM,True
189,Edward Garcia,donna47@example.net,2025-09-12,VIP,True
190,Jeremy West,christina64@example.net,2026-06-27,PREMIUM,True
191,Angela Walsh,william20@example.org,2026-02-03,REGULAR,True
192,Jessica Martinez,kimberlydiaz@example.com,2026-05-24,REGULAR,True
193,Christian Cole,nathan19@example.org,2025-02-18,REGULAR,True
194,Matthew Wright,johnsonjacob@example.net,2024-09-15,REGULAR,True
195,Deborah Green,nlewis@example.com,2025-08-17,PREMIUM,True
196,Mrs. Brandy Jones MD,zosborn@example.net,2026-06-13,REGULAR,True
197,Miss Michelle Pierce,patricia22@example.com,2025-01-26,VIP,True
198,Curtis Taylor,jjohnson@example.net,2024-08-26,VIP,True
199,Kristen Salazar,jonesraymond@example.net,2025-09-13,REGULAR,True
200,Patricia Morrow,martinezlogan@example.org,2024-11-23,VIP,True
201,Haley Humphrey,katrinaanderson@example.net,2026-04-12,REGULAR,True
202,Caleb Hernandez,fernandodonovan@example.org,2024-08-01,REGULAR,True
203,Stephanie Singleton,james84@example.org,2025-06-03,REGULAR,True
204,Anna Davidson,georgeweber@example.net,2024-07-23,VIP,True
205,Amanda Shields,williamsdarlene@example.net,2024-05-04,VIP,True
206,Kenneth Montgomery,jimenezcourtney@example.com,2025-06-21,REGULAR,True
207,David Aguirre,eevans@example.net,2023-09-22,REGULAR,True
208,John Harris,larryhiggins@example.net,2026-07-05,REGULAR,True
209,James Hodges,floressteven@example.com,2024-11-22,REGULAR,True
210,Anthony Dougherty,kwright@example.com,2026-05-07,PREMIUM,True
211,Cheryl Moore,tjimenez@example.com,2023-08-13,REGULAR,True
212,Kathy Levy,brandywilliams@example.com,2025-01-11,VIP,True
213,Martha Ruiz,booneryan@example.com,2025-09-23,REGULAR,True
214,Holly Morales,michaelroberts@example.com,2025-01-21,PREMIUM,True
215,Diana Hays,andersoncolin@example.com,2025-12-06,VIP,True
216,Todd Fischer,carriemorales@example.org,2023-09-06,PREMIUM,True
217,Gary Wells,ghernandez@example.org,2024-07-12,REGULAR,True
218,Carla Ewing,brittney88@example.net,2025-01-05,VIP,True
219,Karen Smith,emily69@example.com,2025-12-08,REGULAR,True
220,Melissa Johnson,pbaker@example.net,2025-04-12,VIP,True
221,Lauren Jackson,rhernandez@example.org,2023-08-22,VIP,True
222,Ashley Smith,robert63@example.com,2025-01-18,VIP,True
223,Kaitlyn Charles,thorntonapril@example.net,2024-07-09,PREMIUM,True
224,Kelly Edwards,stevepatel@example.net,2024-08-10,REGULAR,True
225,Michelle Schneider,chelsea33@example.com,2025-03-21,PREMIUM,True
226,William Evans,janet75@example.com,2024-08-04,PREMIUM,True
227,Rebecca Hill,berryamy@example.com,2025-12-31,REGULAR,True
228,Regina Roberts,stephanie15@example.com,2025-07-06,REGULAR,True
229,Cindy Clayton,sarah42@example.org,2025-05-23,REGULAR,True
230,Dana Santiago,danawilliams@example.com,2024-07-15,VIP,True
231,Michael Taylor,richarddonovan@example.com,2024-12-23,PREMIUM,True
232,Victor Morris,velezchristopher@example.net,2024-03-29,PREMIUM,True
233,Sarah Johnson,robertmonroe@example.org,2026-07-15,PREMIUM,True
234,Jon Zuniga,nancy04@example.net,2025-05-09,PREMIUM,True
235,Frances Gibson,ismall@example.net,2024-12-12,PREMIUM,True
236,Brian Martin,twong@example.org,2023-08-03,VIP,True
237,Edward Craig,gregorychase@example.com,2026-01-10,REGULAR,True
238,Angie Caldwell,tinawoods@example.org,2023-07-26,VIP,True
239,Jeremy Adams,kevin90@example.com,2025-07-04,VIP,True
240,Amy Wilson,erik84@example.net,2023-11-24,VIP,True
241,Elizabeth Mendez,susanmendoza@example.com,2025-10-15,REGULAR,True
242,Jennifer Dunn,ztodd@example.net,2026-01-08,REGULAR,True
243,Melanie Larson,foxallison@example.com,2023-10-12,PREMIUM,True
244,Amy Kelley,ashleyhernandez@example.com,2026-02-09,VIP,True
245,Michael Love,gdavis@example.com,2025-12-21,PREMIUM,True
246,Jose Bryant,hansenemily@example.com,2025-09-18,REGULAR,True
247,Robert Reese,williamsmelvin@example.org,2025-03-03,REGULAR,True
248,Steven Andersen,ajohnson@example.org,2025-11-07,REGULAR,True
249,Veronica Brewer,ybrooks@example.com,2026-02-26,REGULAR,True
250,Jaime Vega,desireebailey@example.org,2026-07-11,VIP,True
251,Cameron Irwin,avilatiffany@example.com,2025-07-26,PREMIUM,True
252,Kim Morrow,stevenmoore@example.org,2026-05-11,REGULAR,True
253,Ashley Pacheco,bmendez@example.org,2024-02-29,PREMIUM,True
254,Andrew Harper,sanchezbradley@example.com,2024-03-31,REGULAR,True
255,Scott Brown,jim95@example.net,2025-05-04,PREMIUM,True
256,Erica Turner,valerieboyd@example.com,2024-06-12,PREMIUM,True
257,Travis Hobbs,conniesimmons@example.com,2023-09-08,REGULAR,True
258,Mason James,heather62@example.com,2024-09-03,REGULAR,True
259,Kara Atkinson,meredith27@example.org,2025-03-26,PREMIUM,True
260,Kristin Anderson,jonathanrivera@example.org,2026-04-24,VIP,True
261,Anna Hardy,brettbennett@example.net,2025-05-09,REGULAR,True
262,Chelsea Gill,timothybooth@example.com,2024-06-15,REGULAR,True
263,Christy Lee,burgesskaren@example.org,2025-08-19,VIP,True
264,Jennifer Allen,kimberly67@example.net,2025-06-28,VIP,True
265,Ian Andrade,ugarcia@example.com,2025-10-30,REGULAR,True
266,Dale Edwards,hartjeffrey@example.org,2023-08-05,REGULAR,True
267,Lauren Cortez,elijah53@example.com,2025-04-03,REGULAR,True
268,Juan Harding,jonathan77@example.com,2024-01-19,REGULAR,True
269,Caroline Cortez,iwhite@example.net,2026-06-02,PREMIUM,True
270,Sara Jones,duranrobert@example.net,2024-03-28,PREMIUM,True
271,Alexa Wagner,bruce97@example.net,2025-01-03,PREMIUM,True
272,Juan Smith,amanda40@example.net,2025-12-26,REGULAR,True
273,Renee Browning,hullalice@example.org,2024-02-14,PREMIUM,True
274,Robin Adams,zmiller@example.com,2025-03-29,REGULAR,True
275,Courtney Sutton DVM,davisnicholas@example.net,2024-12-21,REGULAR,True
276,Michele Miller,vnewman@example.net,2026-06-24,PREMIUM,True
277,Stephanie Ellison,jasonparrish@example.net,2024-12-21,REGULAR,True
278,Benjamin Frost,whitemelissa@example.org,2026-06-06,PREMIUM,True
279,Nicole Marquez,thickman@example.org,2025-03-28,PREMIUM,True
280,Sarah Rhodes,patrick21@example.net,2025-10-13,PREMIUM,True
281,Brent Hall,petersonkayla@example.net,2024-09-25,PREMIUM,True
282,Alyssa Nelson,whenry@example.net,2026-05-15,PREMIUM,True
283,Michael Guerrero,bartonkenneth@example.org,2025-09-07,VIP,True
284,Christian Dawson,jodistewart@example.org,2023-10-27,VIP,True
285,Jill Juarez,andersonjacob@example.com,2025-03-20,VIP,True
286,Ashley Davis,carlsonkristen@example.com,2023-08-01,VIP,True
287,Richard Hardy,ashleyjackson@example.com,2024-01-20,VIP,True
288,Derrick Thomas,ryanfisher@example.com,2025-11-22,PREMIUM,True
289,Tony Le,mwheeler@example.com,2023-11-13,REGULAR,True
290,Travis Cook,vbrock@example.com,2024-07-19,REGULAR,True
291,Shannon Mccann,kevinmorrison@example.net,2024-02-24,PREMIUM,True
292,Vincent Novak,jessica79@example.org,2024-07-10,REGULAR,True
293,Richard Diaz,brittanygardner@example.net,2025-11-06,REGULAR,True
294,Nicholas Hahn,samuelcarter@example.net,2023-10-02,VIP,True
295,Rebecca Chambers,cynthiaallen@example.net,2024-01-03,VIP,True
296,James Cole,iaguilar@example.net,2026-04-26,VIP,True
297,Jennifer Johnson,jacqueline89@example.net,2026-04-16,REGULAR,True
298,David Ortega,deborahwilliams@example.net,2025-07-30,VIP,True
299,Paul Sheppard,grodriguez@example.com,2024-03-18,PREMIUM,True
300,Kristin Watts,seanmyers@example.net,2025-04-24,REGULAR,True
301,Haley Johnson,phillipssamantha@example.org,2023-11-23,REGULAR,True
302,Brenda Collins,hmueller@example.com,2024-08-03,VIP,True
303,Nathan Chavez,evanslisa@example.org,2023-08-12,PREMIUM,True
304,Brian Marsh,zacharyarnold@example.com,2025-03-23,VIP,True
305,Crystal Sullivan,jacobsandoval@example.com,2023-08-19,VIP,True
306,Christina Vargas,nsmith@example.org,2024-05-19,REGULAR,True
307,Rebecca Ray,michaelgonzalez@example.org,2024-05-01,REGULAR,True
308,Kelsey Fowler,lcarr@example.org,2024-08-03,VIP,True
309,Lisa Cervantes,samantha91@example.net,2023-12-12,REGULAR,True
310,Eric White,williambarnes@example.org,2025-04-08,REGULAR,True
311,John Medina,angelaburns@example.org,2024-02-09,REGULAR,True
312,Lisa Glenn,washingtonjames@example.com,2026-06-09,VIP,True
313,Kathleen Cohen,cmckinney@example.com,2024-01-18,REGULAR,True
314,Rebecca Walker,hillamanda@example.org,2025-11-20,VIP,True
315,Patricia Simpson,armstrongjoseph@example.net,2026-01-06,REGULAR,True
316,Rodney Williams,bpayne@example.org,2025-10-02,PREMIUM,True
317,Danielle Golden,colemichael@example.org,2024-11-11,REGULAR,True
318,Patricia Young PhD,michelle96@example.org,2025-05-24,VIP,True
319,Robin Trujillo,amanda98@example.org,2024-07-07,REGULAR,True
320,Donna Adams,taylorkarenexample.com,2026-04-20,VIP,False
321,Sharon Martinez DVM,dustinmorris@example.org,2025-10-30,VIP,True
322,Katherine Ray,courtney67@example.org,2025-06-12,REGULAR,True
323,Anna Robertson,heather57@example.com,2024-07-11,VIP,True
324,Raymond Oconnor,sreid@example.com,2026-02-04,REGULAR,True
325,Jennifer Donaldson,troymorris@example.com,2024-07-23,PREMIUM,True
326,Kylie Washington,patricia00@example.org,2025-06-04,VIP,True
327,Alexis Noble,scottsmith@example.com,2024-02-25,VIP,True
328,Bonnie Santos,nancymcdowell@example.org,2025-07-05,VIP,True
329,Jacob Mckee,brettgarrett@example.net,2025-08-23,VIP,True
330,Matthew Padilla,lewischristian@example.net,2024-03-22,PREMIUM,True
331,Alexandra Dominguez,mcneilrobert@example.org,2024-12-23,PREMIUM,True
332,Brandon Shaffer,edwardsnicole@example.org,2024-09-10,REGULAR,True
333,Shelly May,caseyelliott@example.net,2025-06-30,VIP,True
334,Nathan Fuller,samanthajensen@example.com,2026-02-15,VIP,True
335,Brian Goodwin,bbell@example.com,2025-12-02,PREMIUM,True
336,Matthew Wright,kimberly04@example.org,2025-02-05,REGULAR,True
337,Nicole Phillips,bowerslaura@example.org,2025-01-11,PREMIUM,True
338,Jonathan Wheeler,hatfieldsarah@example.org,2024-09-14,PREMIUM,True
339,Jennifer Payne,kathrynbest@example.org,2023-08-06,REGULAR,True
340,Dennis Williams,fryraymondexample.com,2025-06-06,VIP,False
341,Jennifer Miles,davidsonamandaexample.org,2024-05-18,VIP,False
342,Jorge Harris,amandamyers@example.net,2025-11-01,PREMIUM,True
343,Maria Collins,pblair@example.org,2024-04-11,PREMIUM,True
344,Audrey Salazar,parkerjudith@example.net,2024-01-27,PREMIUM,True
345,Chad Smith,hbenton@example.net,2025-11-23,REGULAR,True
346,Carol Martinez,jessica10@example.com,2025-12-19,REGULAR,True
347,Austin Joseph,crawfordwilliam@example.org,2025-01-16,PREMIUM,True
348,Holly Scott,shannonemily@example.org,2024-03-25,VIP,True
349,Amanda Roy,brandoncox@example.org,2024-01-31,VIP,True
350,Amanda Pratt,pwalker@example.com,2026-04-17,REGULAR,True
351,Roger Duncan,shawrachel@example.org,2024-03-19,REGULAR,True
352,Amber Morales,xcline@example.com,2024-07-11,VIP,True
353,Aimee Gonzalez,jodi37@example.com,2025-04-27,REGULAR,True
354,Raymond Gonzalez DVM,edwardrandolph@example.org,2024-03-30,VIP,True
355,Ryan Wiley,aaron64@example.org,2024-02-28,PREMIUM,True
356,Mrs. Tonya Kaufman,jenniferdavis@example.org,2026-03-28,REGULAR,True
357,Mercedes Watson,carpenterwilliam@example.net,2026-01-02,PREMIUM,True
358,Keith Graham,joelgreen@example.com,2026-04-28,REGULAR,True
359,Ronnie Nguyen,enelson@example.org,2023-12-15,REGULAR,True
360,Ashley Garcia,aowens@example.org,2025-02-25,PREMIUM,True
361,Christine Parker,melissa12@example.net,2024-06-16,PREMIUM,True
362,Lindsey Lewis,eddie35@example.com,2025-01-31,REGULAR,True
363,Debbie Ewing,cranemelissa@example.net,2025-10-15,PREMIUM,True
364,Joel Lara,davidbrown@example.org,2023-12-09,VIP,True
365,Jacqueline Mccoy,aguilarjonathan@example.org,2023-08-11,VIP,True
366,Steven Ramos,christopherboone@example.com,2023-11-30,PREMIUM,True
367,Amber Glass,zunderwood@example.com,2023-08-20,VIP,True
368,Carrie Lewis,joshuagriffin@example.org,2023-08-25,VIP,True
369,Danielle Phillips,eandradeexample.org,2023-10-23,VIP,False
370,Jason Day,crystalpham@example.org,2026-07-07,REGULAR,True
371,Heather Stephens,kcooper@example.net,2024-07-05,VIP,True
372,Alexander Harper,huangkimberly@example.org,2025-12-21,VIP,True
373,Hunter Silva,terrigarcia@example.net,2024-04-08,PREMIUM,True
374,Raven Mclaughlin,barbaramcgrath@example.com,2024-08-10,VIP,True
375,Sarah Thompson,linda59@example.org,2025-08-27,REGULAR,True
376,Keith Thomas,marycochran@example.com,2025-03-04,REGULAR,True
377,Andrew Brown,andrewwoods@example.com,2026-04-20,PREMIUM,True
378,Carlos Love,brian29@example.net,2026-04-19,REGULAR,True
379,Sarah Valencia,brookssheri@example.com,2025-04-21,REGULAR,True
380,Frank Daugherty,fconner@example.net,2024-06-30,VIP,True
381,Kristina Preston,jeffrey92@example.com,2024-06-19,VIP,True
382,Bethany Daniel,xrosales@example.net,2023-08-23,REGULAR,True
383,Tammy Ponce,daniellegarcia@example.com,2023-12-20,PREMIUM,True
384,Cynthia Haas,daisymccarty@example.net,2025-07-22,PREMIUM,True
385,Gabriela Smith,johnjones@example.com,2025-11-27,VIP,True
386,Amber Kim,acosta@example.com,2026-03-11,REGULAR,True
387,James Poole,franciscojones@example.org,2024-06-06,VIP,True
388,Trevor Jones,pamelamartin@example.org,2025-03-09,PREMIUM,True
389,Anna Wheeler,bbush@example.net,2024-01-15,REGULAR,True
390,Brooke Garcia,terriortiz@example.net,2025-09-17,VIP,True
391,Deborah Campbell,codylong@example.net,2026-01-24,VIP,True
392,Isaac Patterson,madison97@example.org,2023-11-02,PREMIUM,True
393,Mark Rowland,tanthony@example.com,2024-12-16,VIP,True
394,Deborah May,ylopez@example.com,2024-02-08,PREMIUM,True
395,Jeremiah Baker,anne21@example.org,2025-07-20,PREMIUM,True
396,Jennifer Avila,angelarandall@example.net,2024-10-19,REGULAR,True
397,Sharon Wells,thomasmiller@example.net,2023-08-26,REGULAR,True
398,Kellie Duncan,davidtodd@example.org,2026-05-24,VIP,True
